author;coverPicFileName;Image-URL-M;description;isbn;language;numOfPages;price;publishDate;publisher;title;Image-URL-L;Year-Of-Publication
Judy Blume;;http://images.amazon.com/images/P/0440226430.01.MZZZZZZZ.jpg;;440226430;;;;;Dell Publishing Company;Summer Sisters;http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg;1999
Jennifer Egan;;http://images.amazon.com/images/P/0385721358.01.MZZZZZZZ.jpg;;385721358;;;;;Anchor Books/Doubleday;Look at Me;http://images.amazon.com/images/P/0385721358.01.LZZZZZZZ.jpg;2002
Dodie Smith;;http://images.amazon.com/images/P/031231616X.01.MZZZZZZZ.jpg;;031231616X;;;;;St. Martin's Griffin;I Capture the Castle;http://images.amazon.com/images/P/031231616X.01.LZZZZZZZ.jpg;2003
Doug  Lowe;;http://images.amazon.com/images/P/0764504509.01.MZZZZZZZ.jpg;;764504509;;;;;For Dummies;PowerPoint 2000 for Windows for Dummies;http://images.amazon.com/images/P/0764504509.01.LZZZZZZZ.jpg;1999
Arlene Eisenberg;;http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg;;089480829X;;;;;Workman Pub Co;What to Expect When You're Expecting (Revised Edition);http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg;1996
JANE GREEN;;http://images.amazon.com/images/P/0767912233.01.MZZZZZZZ.jpg;;767912233;;;;;Broadway;Babyville;http://images.amazon.com/images/P/0767912233.01.LZZZZZZZ.jpg;2003
Gary Ezzo;;http://images.amazon.com/images/P/0971453217.01.MZZZZZZZ.jpg;;971453217;;;;;Hawks Flight &amp Association;On Becoming Baby Wise: Parenting Your Pre Toddler 5-15 Months (On Becoming. . .);http://images.amazon.com/images/P/0971453217.01.LZZZZZZZ.jpg;2001
Gary Ezzo;;http://images.amazon.com/images/P/0971453209.01.MZZZZZZZ.jpg;;971453209;;;;;Hawks Flight &amp Association;On Becoming Baby Wise: The Classic Reference Guide Used by Over 1,000,000 Parents Worldwide;http://images.amazon.com/images/P/0971453209.01.LZZZZZZZ.jpg;2001
Dennis Rainey;;http://images.amazon.com/images/P/0785268030.01.MZZZZZZZ.jpg;;785268030;;;;;Nelson Books;Starting Your Marriage Right &lti>what You Need To Know In The Early Years To Make It Last A Lifetime&lt/i>;http://images.amazon.com/images/P/0785268030.01.LZZZZZZZ.jpg;2000
David Gardner;;http://images.amazon.com/images/P/0743201736.01.MZZZZZZZ.jpg;;743201736;;;;;Fireside;The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too;http://images.amazon.com/images/P/0743201736.01.LZZZZZZZ.jpg;2001
Arlene Eisenberg;;http://images.amazon.com/images/P/0894805770.01.MZZZZZZZ.jpg;;894805770;;;;;Workman Publishing;What to Expect the First Year;http://images.amazon.com/images/P/0894805770.01.LZZZZZZZ.jpg;1989
Joan D. Vinge;;http://images.amazon.com/images/P/0440177499.01.MZZZZZZZ.jpg;;440177499;;;;;Bantam Doubleday Dell;Snow Queen;http://images.amazon.com/images/P/0440177499.01.LZZZZZZZ.jpg;1984
R. A. MacAvoy;;http://images.amazon.com/images/P/0553232053.01.MZZZZZZZ.jpg;;553232053;;;;;Bantam Books;Tea with the Black Dragon;http://images.amazon.com/images/P/0553232053.01.LZZZZZZZ.jpg;1983
Brooke Stevens;;http://images.amazon.com/images/P/0312269102.01.MZZZZZZZ.jpg;;312269102;;;;;St. Martin's Griffin;Tattoo Girl;http://images.amazon.com/images/P/0312269102.01.LZZZZZZZ.jpg;2001
Paulo Coelho;;http://images.amazon.com/images/P/0062502174.01.MZZZZZZZ.jpg;;62502174;;;;;HarperSanFrancisco;The Alchemist: A Fable About Following Your Dream;http://images.amazon.com/images/P/0062502174.01.LZZZZZZZ.jpg;1993
Ann B. Ross;;http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg;;688177751;;;;;Perennial;Miss Julia Speaks Her Mind : A Novel;http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg;2000
Adriana Trigiani;;http://images.amazon.com/images/P/0345438329.01.MZZZZZZZ.jpg;;345438329;;;;;Ballantine Books;Big Stone Gap: A Novel (Ballantine Reader's Circle);http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg;2001
BEBE MOORE CAMPBELL;;http://images.amazon.com/images/P/0345401123.01.MZZZZZZZ.jpg;;345401123;;;;;Ballantine Books;Your Blues Ain't Like Mine;http://images.amazon.com/images/P/0345401123.01.LZZZZZZZ.jpg;1995
Barbara Corcoran;;http://images.amazon.com/images/P/1593160151.01.MZZZZZZZ.jpg;;1593160151;;;;;Listen &amp Live Audio;Use What You've Got, and Other Business Lessons I Learned from My Mom;http://images.amazon.com/images/P/1593160151.01.LZZZZZZZ.jpg;2003
Amy Hassinger;;http://images.amazon.com/images/P/1593160127.01.MZZZZZZZ.jpg;;1593160127;;;;;Listen &amp Live Audio;Nina: Adolescence;http://images.amazon.com/images/P/1593160127.01.LZZZZZZZ.jpg;2003
Erica Jong;;http://images.amazon.com/images/P/0451209435.01.MZZZZZZZ.jpg;;451209435;;;;;New American Library;Fear of Flying;http://images.amazon.com/images/P/0451209435.01.LZZZZZZZ.jpg;2003
Diana Palmer;;http://images.amazon.com/images/P/1551669501.01.MZZZZZZZ.jpg;;1551669501;;;;;Mira;Diamond Spur;http://images.amazon.com/images/P/1551669501.01.LZZZZZZZ.jpg;2002
Bernhard Schlink;;http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg;;375707972;;;;;Vintage Books USA;The Reader;http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg;1999
J.R.R. Tolkien;;http://images.amazon.com/images/P/0618126988.01.MZZZZZZZ.jpg;;618126988;;;;;Houghton Mifflin;The Silmarillion;http://images.amazon.com/images/P/0618126988.01.LZZZZZZZ.jpg;2001
Rebecca Godfrey;;http://images.amazon.com/images/P/0060094850.01.MZZZZZZZ.jpg;;60094850;;;;;Perennial;The Torn Skirt;http://images.amazon.com/images/P/0060094850.01.LZZZZZZZ.jpg;2002
Wayne W. Dyer;;http://images.amazon.com/images/P/0060192305.01.MZZZZZZZ.jpg;;60192305;;;;;HarperCollins;There's a Spiritual Solution to Every Problem;http://images.amazon.com/images/P/0060192305.01.LZZZZZZZ.jpg;2001
Lois Battle;;http://images.amazon.com/images/P/0142000361.01.MZZZZZZZ.jpg;;142000361;;;;;Penguin Books;The Florabama Ladies' Auxiliary &amp Sewing Circle;http://images.amazon.com/images/P/0142000361.01.LZZZZZZZ.jpg;2002
Allen Ginsberg;;http://images.amazon.com/images/P/0872860175.01.MZZZZZZZ.jpg;;872860175;;;;;City Lights Publishers;Howl and Other Poems (Pocket Poets);http://images.amazon.com/images/P/0872860175.01.LZZZZZZZ.jpg;1956
Mary Wollstonecraft Shelley;;http://images.amazon.com/images/P/031219126X.01.MZZZZZZZ.jpg;;031219126X;;;;;Bedford Books;Frankenstein: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism);http://images.amazon.com/images/P/031219126X.01.LZZZZZZZ.jpg;2000
Ernest Hemingway;;http://images.amazon.com/images/P/0020518609.01.MZZZZZZZ.jpg;;20518609;;;;;Simon &amp Schuster;Short Stories of Ernest Hemingway (A Scribner classic);http://images.amazon.com/images/P/0020518609.01.LZZZZZZZ.jpg;1987
ANNE TYLER;;http://images.amazon.com/images/P/0345446860.01.MZZZZZZZ.jpg;;345446860;;;;;Ballantine Books;Back When We Were Grownups : A Novel (Ballantine Reader's Circle);http://images.amazon.com/images/P/0345446860.01.LZZZZZZZ.jpg;2002
Harper Lee;;http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg;;446310492;;;;;Warner Books;To Kill a Mockingbird;http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg;1985
Nora Roberts;;http://images.amazon.com/images/P/037348285X.01.MZZZZZZZ.jpg;;037348285X;;;;;Silhouette;Birds Bees And Babies 1994;http://images.amazon.com/images/P/037348285X.01.LZZZZZZZ.jpg;1994
Lilian Jackson Braun;;http://images.amazon.com/images/P/0515090506.01.MZZZZZZZ.jpg;;515090506;;;;;Jove Books;The Cat Who Played Brahms;http://images.amazon.com/images/P/0515090506.01.LZZZZZZZ.jpg;1997
Patricia Daniels Cornwell;;http://images.amazon.com/images/P/0399145087.01.MZZZZZZZ.jpg;;399145087;;;;;Putnam Pub Group;Black Notice;http://images.amazon.com/images/P/0399145087.01.LZZZZZZZ.jpg;1999
Andrew M. Greeley;;http://images.amazon.com/images/P/0812590244.01.MZZZZZZZ.jpg;;812590244;;;;;Forge;Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback));http://images.amazon.com/images/P/0812590244.01.LZZZZZZZ.jpg;2001
Rick Davis;;http://images.amazon.com/images/P/0963641328.01.MZZZZZZZ.jpg;;963641328;;;;;Hobblebush Books;Totally Useless Office Skills: 75 Great Ways to Play at Work;http://images.amazon.com/images/P/0963641328.01.LZZZZZZZ.jpg;1997
Catholic Church;;http://images.amazon.com/images/P/1574551108.01.MZZZZZZZ.jpg;;1574551108;;;;;USCCB;Catechism of the Catholic Church;http://images.amazon.com/images/P/1574551108.01.LZZZZZZZ.jpg;2000
Alfred McBride;;http://images.amazon.com/images/P/0879739304.01.MZZZZZZZ.jpg;;879739304;;;;;Our Sunday Visitor;Father McBride's Family Catechism: Based on the Catechism of the Catholic Church;http://images.amazon.com/images/P/0879739304.01.LZZZZZZZ.jpg;1997
Russell L. Ford;;http://images.amazon.com/images/P/0965712516.01.MZZZZZZZ.jpg;;965712516;;;;;US;The Missionary's Catechism;http://images.amazon.com/images/P/0965712516.01.LZZZZZZZ.jpg;1998
Robertson Davies;;http://images.amazon.com/images/P/0670829943.01.MZZZZZZZ.jpg;;670829943;;;;;Penguin USA;The Enthusiasms of Roberston Davies;http://images.amazon.com/images/P/0670829943.01.LZZZZZZZ.jpg;1990
John Colapinto;;http://images.amazon.com/images/P/0060192119.01.MZZZZZZZ.jpg;;60192119;;;;;HarperCollins Publishers;As Nature Made Him: The Boy Who Was Raised As a Girl;http://images.amazon.com/images/P/0060192119.01.LZZZZZZZ.jpg;2000
Bill Watterson;;http://images.amazon.com/images/P/0836218256.01.MZZZZZZZ.jpg;;836218256;;;;;Andrews McMeel Publishing;Something Under the Bed Is Drooling;http://images.amazon.com/images/P/0836218256.01.LZZZZZZZ.jpg;1988
Jacqueline Kasun;;http://images.amazon.com/images/P/0898707129.01.MZZZZZZZ.jpg;;898707129;;;;;Ignatius Press;The War Against Population: The Economics and Ideology of Population Control;http://images.amazon.com/images/P/0898707129.01.LZZZZZZZ.jpg;1999
C. S. Lewis;;http://images.amazon.com/images/P/0805420460.01.MZZZZZZZ.jpg;;805420460;;;;;Broadman &amp Holman Pub;Mere Christianity;http://images.amazon.com/images/P/0805420460.01.LZZZZZZZ.jpg;2000
Salman Rushdie;;http://images.amazon.com/images/P/0140140352.01.MZZZZZZZ.jpg;;140140352;;;;;Penguin Putnam~trade;Haroun and the Sea of Stories;http://images.amazon.com/images/P/0140140352.01.LZZZZZZZ.jpg;1991
Leslie Meier;;http://images.amazon.com/images/P/1575666529.01.MZZZZZZZ.jpg;;1575666529;;;;;Kensington Publishing Corporation;Wedding Day Murder: A Lucy Stone Mystery (Meier, Leslie. Lucy Stone Mystery.);http://images.amazon.com/images/P/1575666529.01.LZZZZZZZ.jpg;2001
Janet Evanovich;;http://images.amazon.com/images/P/0312990456.01.MZZZZZZZ.jpg;;312990456;;;;;St. Martin's Paperbacks;One for the Money (A Stephanie Plum Novel);http://images.amazon.com/images/P/0312990456.01.LZZZZZZZ.jpg;2003
Corinne T. Netzer;;http://images.amazon.com/images/P/0440221102.01.MZZZZZZZ.jpg;;440221102;;;;;Dell;The Complete Book of Food Counts (Complete Book of Food Counts);http://images.amazon.com/images/P/0440221102.01.LZZZZZZZ.jpg;1998
James Patterson;;http://images.amazon.com/images/P/0316969680.01.MZZZZZZZ.jpg;;316969680;;;;;Little, Brown;The Beach House;http://images.amazon.com/images/P/0316969680.01.LZZZZZZZ.jpg;2002
Stefano Benni;;http://images.amazon.com/images/P/8807015293.01.MZZZZZZZ.jpg;;8807015293;;;;;Feltrinelli;Bar sport duemila (I narratori/Feltrinelli);http://images.amazon.com/images/P/8807015293.01.LZZZZZZZ.jpg;1997
Alessandro Baricco;;http://images.amazon.com/images/P/881787017X.01.MZZZZZZZ.jpg;;881787017X;;;;;Rizzoli Publications;Senza Sangue;http://images.amazon.com/images/P/881787017X.01.LZZZZZZZ.jpg;2002
Alice Adams;;http://images.amazon.com/images/P/0449207463.01.MZZZZZZZ.jpg;;449207463;;;;;Fawcett Books;Superior Women;http://images.amazon.com/images/P/0449207463.01.LZZZZZZZ.jpg;1993
Frederick Buechner;;http://images.amazon.com/images/P/0689109865.01.MZZZZZZZ.jpg;;689109865;;;;;Scribner;The BOOK OF BEBB;http://images.amazon.com/images/P/0689109865.01.LZZZZZZZ.jpg;1979
Max Frisch;;http://images.amazon.com/images/P/3518368540.01.MZZZZZZZ.jpg;;3518368540;;;;;Distribooks Int'l+inc;Homo Faber;http://images.amazon.com/images/P/3518368540.01.LZZZZZZZ.jpg;0
Thomas Pynchon;;http://images.amazon.com/images/P/0312423209.01.MZZZZZZZ.jpg;;312423209;;;;;Picador;Mason &amp Dixon;http://images.amazon.com/images/P/0312423209.01.LZZZZZZZ.jpg;2004
Thomas Pynchon;;http://images.amazon.com/images/P/0141180633.01.MZZZZZZZ.jpg;;141180633;;;;;Penguin Books;Vineland;http://images.amazon.com/images/P/0141180633.01.LZZZZZZZ.jpg;1997
Thomas Pynchon;;http://images.amazon.com/images/P/0140283382.01.MZZZZZZZ.jpg;;140283382;;;;;Penguin Books;Gravity's Rainbow;http://images.amazon.com/images/P/0140283382.01.LZZZZZZZ.jpg;2000
Paul Auster;;http://images.amazon.com/images/P/0786248688.01.MZZZZZZZ.jpg;;786248688;;;;;Thorndike Press;The Book of Illusions (Thorndike Americana);http://images.amazon.com/images/P/0786248688.01.LZZZZZZZ.jpg;2003
Veronika Martenova Charles;;http://images.amazon.com/images/P/0773762078.01.MZZZZZZZ.jpg;;773762078;;;;;Stoddart Kids;Maiden of the Mist: A Legend of Niagara Falls;http://images.amazon.com/images/P/0773762078.01.LZZZZZZZ.jpg;2001
L. Ron Hubbard;;http://images.amazon.com/images/P/0884041093.01.MZZZZZZZ.jpg;;884041093;;;;;Bridge Publications;Self analysis: A simple self-help volume of tests and techniques based on the discoveries contained in dianetics;http://images.amazon.com/images/P/0884041093.01.LZZZZZZZ.jpg;1982
Ron L. Hubbard;;http://images.amazon.com/images/P/0884040801.01.MZZZZZZZ.jpg;;884040801;;;;;Bridge Pubns;Self Analysis;http://images.amazon.com/images/P/0884040801.01.LZZZZZZZ.jpg;1982
Doris Pilkington;;http://images.amazon.com/images/P/0786887842.01.MZZZZZZZ.jpg;;786887842;;;;;Miramax;Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time;http://images.amazon.com/images/P/0786887842.01.LZZZZZZZ.jpg;2002
Stephen Gallagher;;http://images.amazon.com/images/P/0450542912.01.MZZZZZZZ.jpg;;450542912;;;;;Trafalgar Square;Rain Uk;http://images.amazon.com/images/P/0450542912.01.LZZZZZZZ.jpg;0
Robert Louis Stevenson;;http://images.amazon.com/images/P/0192817264.01.MZZZZZZZ.jpg;;192817264;;;;;Oxford University Press;Kidnapped and Catriona (World Classics);http://images.amazon.com/images/P/0192817264.01.LZZZZZZZ.jpg;1986
Edwina Currie;;http://images.amazon.com/images/P/0751522732.01.MZZZZZZZ.jpg;;751522732;;;;;Little Brown UK Ltd;Shes Leaving Home;http://images.amazon.com/images/P/0751522732.01.LZZZZZZZ.jpg;2001
Donald A. Mackenzie;;http://images.amazon.com/images/P/0091850401.01.MZZZZZZZ.jpg;;91850401;;;;;Trafalgar Square;South Seas Myths and Legends (Myths and Legends Series);http://images.amazon.com/images/P/0091850401.01.LZZZZZZZ.jpg;1996
Jules Verne;;http://images.amazon.com/images/P/1853260312.01.MZZZZZZZ.jpg;;1853260312;;;;;NTC/Contemporary Publishing Company;20,000 Leagues Under the Sea (Wordsworth Collection);http://images.amazon.com/images/P/1853260312.01.LZZZZZZZ.jpg;1998
Laurie Lee;;http://images.amazon.com/images/P/0140016821.01.MZZZZZZZ.jpg;;140016821;;;;;Penguin USA;Cider With Rosie;http://images.amazon.com/images/P/0140016821.01.LZZZZZZZ.jpg;1978
PHILIP PULLMAN;;http://images.amazon.com/images/P/0440418569.01.MZZZZZZZ.jpg;;440418569;;;;;Yearling;The Amber Spyglass (His Dark Materials, Book 3);http://images.amazon.com/images/P/0440418569.01.LZZZZZZZ.jpg;2003
Sam Siciliano;;http://images.amazon.com/images/P/0786014210.01.MZZZZZZZ.jpg;;786014210;;;;;Kensington Publishing Corporation;Darkness;http://images.amazon.com/images/P/0786014210.01.LZZZZZZZ.jpg;2001
Joe Haldeman;;http://images.amazon.com/images/P/0441005667.01.MZZZZZZZ.jpg;;441005667;;;;;Ace Books;Forever Peace (Remembering Tomorrow);http://images.amazon.com/images/P/0441005667.01.LZZZZZZZ.jpg;1998
Leon Uris;;http://images.amazon.com/images/P/0553259830.01.MZZZZZZZ.jpg;;553259830;;;;;Bantam Books;Battle Cry;http://images.amazon.com/images/P/0553259830.01.LZZZZZZZ.jpg;1982
Anatoli Boukreev;;http://images.amazon.com/images/P/0312965338.01.MZZZZZZZ.jpg;;312965338;;;;;St. Martin's Press;The Climb: Tragic Ambitions on Everest;http://images.amazon.com/images/P/0312965338.01.LZZZZZZZ.jpg;1998
Steve Lewis;;http://images.amazon.com/images/P/1888740051.01.MZZZZZZZ.jpg;;1888740051;;;;;Photografix;Climbing Mt. Shasta: Route 1, Avalanche Gulch;http://images.amazon.com/images/P/1888740051.01.LZZZZZZZ.jpg;1996
Len Deighton;;http://images.amazon.com/images/P/0061008028.01.MZZZZZZZ.jpg;;61008028;;;;;Harper Mass Market Paperbacks (Mm);Fighter: The True Story of the Battle of Britain;http://images.amazon.com/images/P/0061008028.01.LZZZZZZZ.jpg;1994
Dale L. Anderson;;http://images.amazon.com/images/P/1931646384.01.MZZZZZZZ.jpg;;1931646384;;;;;Beaver's Pond Press;Never Act Your Age: Play the Happy Childlike Role Well at Every Age;http://images.amazon.com/images/P/1931646384.01.LZZZZZZZ.jpg;2002
William Gerald Golding;;http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg;;399501487;;;;;Perigee Trade;Lord of the Flies;http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg;1959
William J. Mann;;http://images.amazon.com/images/P/157566559X.01.MZZZZZZZ.jpg;;157566559X;;;;;Kensington Publishing Corp.;The Biograph Girl;http://images.amazon.com/images/P/157566559X.01.LZZZZZZZ.jpg;2000
Jostein Gaarder;;http://images.amazon.com/images/P/3423125551.01.MZZZZZZZ.jpg;;3423125551;;;;;Deutscher Taschenbuch Verlag;Sofies Welt;http://images.amazon.com/images/P/3423125551.01.LZZZZZZZ.jpg;1999
Lisa Scottoline;;http://images.amazon.com/images/P/0060514949.01.MZZZZZZZ.jpg;;60514949;;;;;HarperTorch;Dead Ringer;http://images.amazon.com/images/P/0060514949.01.LZZZZZZZ.jpg;2004
Laurell K. Hamilton;;http://images.amazon.com/images/P/0425188361.01.MZZZZZZZ.jpg;;425188361;;;;;Berkley Publishing Group;Cerulean Sins: An Anita Blake, Vampire Hunter Novel;http://images.amazon.com/images/P/0425188361.01.LZZZZZZZ.jpg;2003
James Reese;;http://images.amazon.com/images/P/0066210151.01.MZZZZZZZ.jpg;;66210151;;;;;William Morrow;The Book of Shadows: A Novel;http://images.amazon.com/images/P/0066210151.01.LZZZZZZZ.jpg;2002
J. R. R. Tolkien;;http://images.amazon.com/images/P/0395177111.01.MZZZZZZZ.jpg;;395177111;;;;;Houghton Mifflin Company;The Hobbit (Leatherette Collector's Edition);http://images.amazon.com/images/P/0395177111.01.LZZZZZZZ.jpg;1973
Anne Rice;;http://images.amazon.com/images/P/0375411992.01.MZZZZZZZ.jpg;;375411992;;;;;Alfred A. Knopf;Blackwood Farm (The Vampire Chronicles);http://images.amazon.com/images/P/0375411992.01.LZZZZZZZ.jpg;2002
Judge Judy Sheindlin;;http://images.amazon.com/images/P/0060287802.01.MZZZZZZZ.jpg;;60287802;;;;;HarperCollins;Judge Judy Sheindlin's Win or Lose by How You Choose;http://images.amazon.com/images/P/0060287802.01.LZZZZZZZ.jpg;2000
Manil Suri;;http://images.amazon.com/images/P/3442730066.01.MZZZZZZZ.jpg;;3442730066;;;;;Btb Bei Goldmann;Vishnus Tod.;http://images.amazon.com/images/P/3442730066.01.LZZZZZZZ.jpg;2002
VICTORIA SULLIVAN;;http://images.amazon.com/images/P/0394718968.01.MZZZZZZZ.jpg;;394718968;;;;;Vintage;Plays by and about Women;http://images.amazon.com/images/P/0394718968.01.LZZZZZZZ.jpg;1974
Kingsley Amis;;http://images.amazon.com/images/P/0192820753.01.MZZZZZZZ.jpg;;192820753;;;;;Oxford Univ Pr;The New Oxford Book of Light Verse (Oxford paperbacks);http://images.amazon.com/images/P/0192820753.01.LZZZZZZZ.jpg;1987
Dale Cooper;;http://images.amazon.com/images/P/0671744003.01.MZZZZZZZ.jpg;;671744003;;;;;Pocket;AUTOBIOGRAPHY OF FBI SPECIAL AGENT DALE COOPER;http://images.amazon.com/images/P/0671744003.01.LZZZZZZZ.jpg;1991
Hera Lind;;http://images.amazon.com/images/P/3596129389.01.MZZZZZZZ.jpg;;3596129389;;;;;Fischer (Tb.), Frankfurt;Die Zauberfrau.;http://images.amazon.com/images/P/3596129389.01.LZZZZZZZ.jpg;1995
Scott Walker;;http://images.amazon.com/images/P/0915308789.01.MZZZZZZZ.jpg;;915308789;;;;;Graywolf Press;The Graywolf Annual Two : Short Stories by Women (Graywolf Annual);http://images.amazon.com/images/P/0915308789.01.LZZZZZZZ.jpg;1986
Catherine Clement;;http://images.amazon.com/images/P/3423620196.01.MZZZZZZZ.jpg;;3423620196;;;;;Dtv;Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.;http://images.amazon.com/images/P/3423620196.01.LZZZZZZZ.jpg;2000
Colm Toibin;;http://images.amazon.com/images/P/0743203313.01.MZZZZZZZ.jpg;;743203313;;;;;Scribner;The Blackwater Lightship: A Novel;http://images.amazon.com/images/P/0743203313.01.LZZZZZZZ.jpg;2001
Clive Cussler;;http://images.amazon.com/images/P/0425177173.01.MZZZZZZZ.jpg;;425177173;;;;;Berkley Publishing Group;Atlantis Found;http://images.amazon.com/images/P/0425177173.01.LZZZZZZZ.jpg;2001
Joe Weber;;http://images.amazon.com/images/P/0425172554.01.MZZZZZZZ.jpg;;425172554;;;;;Berkley Publishing Group;Primary Target;http://images.amazon.com/images/P/0425172554.01.LZZZZZZZ.jpg;1999
